trip_id,zone,payment_type,passenger_count,trip_distance,fare_amount
238405,South,Cash,3,7.58,35.02
238406,Central,Card,4,3.64,13.4
238407,East,Wallet,5,2.58,10.27
238408,Downtown,Card,4,8.06,35.84
238409,North,Cash,5,4.04,24.26
238410,West,Card,3,4.72,16.8
238411,East,Card,2,1.45,42.0
238412,East,Card,2,5.17,55.46
238413,South,Card,2,12.22,52.76
238414,West,Card,1,3.14,7.01
238415,Airport,Card,5,7.41,33.41
238416,Suburb,Card,2,4.26,49.56
238417,Central,Card,2,3.9,9.68
238418,West,Card,4,3.54,13.42
238419,West,Cash,1,4.81,17.38
238420,Downtown,Card,2,0.36,16.11
238421,North,Cash,3,1.4,14.16
238422,North,Cash,3,1.84,11.52
238423,Downtown,Cash,4,1.74,25.02
238424,West,Cash,5,6.37,10.37
238425,Airport,Cash,2,5.71,18.54
238426,South,Wallet,2,4.12,12.91
238427,Downtown,Card,4,5.56,7.51
238428,North,Card,5,8.04,5.82
238429,West,Card,1,7.36,23.2
238430,Central,Cash,5,3.35,15.7
238431,Downtown,Cash,4,6.34,35.94
238432,South,Card,4,2.92,18.61
238433,West,Card,2,2.68,51.62
238434,Downtown,Cash,3,11.73,24.52
238435,South,Wallet,4,13.27,25.67
238436,North,Card,2,13.79,26.35
238437,South,Cash,1,6.8,12.14
238438,Central,Card,4,4.94,40.24
238439,North,Wallet,3,0.77,22.73
238440,Suburb,Card,5,7.59,24.62
238441,Downtown,Wallet,2,1.61,27.93
238442,East,Card,3,7.72,16.25
238443,East,Card,4,12.94,17.42
238444,South,Wallet,3,9.74,30.94
238445,South,Cash,5,1.05,17.37
238446,Suburb,Cash,1,5.69,49.69
238447,North,Cash,2,7.28,43.19
238448,North,Card,3,2.18,31.21
238449,Airport,Cash,2,8.45,21.09
238450,Suburb,Card,1,3.35,15.2
238451,North,Card,4,6.71,12.9
238452,East,Card,3,11.88,27.18
238453,West,Cash,2,1.31,58.62
238454,Central,Card,4,3.54,12.45
238455,Airport,Card,5,6.11,28.6
238456,Airport,Cash,5,0.92,44.83
238457,Downtown,Card,5,6.94,21.17
238458,South,Card,3,1.37,18.71
238459,West,Card,3,12.0,12.46
238460,South,Cash,1,3.17,20.7
238461,South,Card,4,2.8,39.08
238462,Airport,Wallet,4,3.8,22.77
238463,West,Cash,2,9.2,16.76
238464,West,Card,5,7.14,37.69
238465,North,Card,5,13.6,15.35
238466,East,Card,5,2.63,27.79
238467,Suburb,Card,2,11.85,18.33
238468,Central,Wallet,5,12.4,15.02
238469,North,Card,1,8.99,13.81
238470,North,Cash,5,9.51,35.27
238471,South,Card,4,6.45,25.41
238472,Central,Card,3,2.92,46.18
238473,Airport,Card,4,6.45,27.13
238474,Suburb,Cash,4,6.23,47.02
238475,Airport,Card,1,1.59,32.75
238476,West,Card,3,1.42,40.0
238477,West,Cash,4,4.67,40.42
238478,Downtown,Cash,5,3.59,40.89
238479,West,Card,4,7.2,25.42
238480,Airport,Card,5,8.44,17.81
238481,South,Card,5,3.87,33.55
238482,South,Card,4,5.5,28.99
238483,South,Cash,5,8.21,36.52
238484,Downtown,Card,3,5.06,23.67
238485,Central,Card,1,8.08,31.55
238486,West,Card,3,3.29,34.88
238487,East,Wallet,1,16.58,8.27
238488,Airport,Card,3,6.98,18.18
238489,South,Card,1,6.4,37.31
238490,Airport,Wallet,3,4.31,8.87
238491,West,Card,4,7.32,48.5
238492,Airport,Cash,1,1.22,13.42
238493,North,Wallet,5,5.49,24.03
238494,Downtown,Card,1,9.66,10.92
238495,Central,Cash,2,5.96,28.67
238496,West,Card,2,11.39,23.67
238497,Downtown,Card,5,7.05,7.6
238498,Airport,Card,2,2.54,27.84
238499,Downtown,Wallet,5,15.54,45.83
238500,Suburb,Card,3,2.78,27.71
238501,Airport,Card,1,2.38,28.99
238502,North,Card,1,2.94,33.68
238503,North,Card,2,1.3,19.04
238504,East,Card,1,3.35,29.26
238505,Airport,Wallet,3,3.07,26.2
238506,Central,Card,1,5.76,21.53
238507,Suburb,Cash,3,4.43,41.72
238508,South,Card,4,2.21,25.13
238509,South,Wallet,3,4.4,32.31
238510,South,Cash,5,4.23,16.28
238511,West,Wallet,1,9.45,16.86
238512,North,Card,1,7.06,20.66
238513,East,Card,4,4.13,24.89
238514,North,Card,1,10.42,11.76
238515,West,Card,1,5.41,15.16
238516,Airport,Wallet,3,0.58,15.25
238517,Downtown,Card,4,7.01,17.25
238518,West,Card,2,3.19,18.07
238519,Central,Card,1,2.84,12.3
238520,Downtown,Wallet,4,3.19,15.46
238521,East,Card,4,3.77,32.87
238522,Airport,Cash,2,2.38,36.28
238523,Airport,Card,2,4.3,16.4
238524,Central,Cash,4,1.55,11.32
238525,Suburb,Card,2,6.83,20.63
238526,Central,Card,1,7.18,31.8
238527,North,Card,4,7.3,40.67
238528,South,Card,5,6.93,16.04
238529,West,Cash,1,10.71,60.7
238530,West,Card,3,7.77,18.01
238531,South,Card,5,15.49,26.95
238532,North,Cash,2,0.52,23.53
238533,Central,Cash,5,1.95,7.93
238534,East,Card,1,7.03,13.72
238535,South,Card,4,5.2,24.4
238536,South,Wallet,3,6.24,30.47
238537,Central,Card,1,4.83,30.25
238538,North,Card,5,9.69,22.04
238539,Central,Card,4,1.01,15.05
238540,Central,Cash,4,4.66,5.98
238541,North,Cash,3,8.94,29.59
238542,Central,Cash,3,12.33,29.55
238543,East,Cash,4,2.94,30.86
238544,Airport,Wallet,1,5.62,21.79
238545,Airport,Card,4,2.83,9.94
238546,East,Card,4,6.51,18.63
238547,Airport,Card,3,2.76,28.29
238548,East,Card,1,7.03,13.46
238549,Central,Cash,1,15.11,12.4
238550,East,Card,5,1.56,11.63
238551,Suburb,Card,1,4.9,27.34
238552,West,Cash,1,0.63,25.49
238553,East,Card,4,0.53,27.48
238554,North,Cash,4,4.89,24.75
238555,South,Cash,4,6.91,11.76
238556,Airport,Card,2,12.65,31.1
238557,North,Cash,4,16.82,12.03
238558,Central,Card,1,9.84,7.65
238559,North,Cash,4,5.72,101.54
238560,Airport,Card,1,6.57,47.43
238561,Airport,Card,4,2.1,91.21
238562,South,Cash,2,6.34,26.59
238563,Downtown,Cash,2,6.42,27.14
238564,Airport,Cash,3,13.52,46.41
238565,West,Card,5,2.17,12.84
238566,East,Wallet,5,3.3,14.61
238567,Suburb,Card,4,1.3,22.72
238568,Airport,Cash,4,7.51,38.67
238569,Central,Card,5,6.83,6.7
238570,Downtown,Card,4,1.8,11.68
238571,Downtown,Card,5,7.91,16.76
238572,Airport,Cash,4,2.68,58.02
238573,North,Card,4,9.72,12.44
238574,Airport,Card,5,5.31,16.0
238575,Suburb,Cash,4,5.04,20.24
238576,South,Cash,1,5.72,9.8
238577,East,Card,5,13.11,21.36
238578,Suburb,Card,4,4.73,8.51
238579,East,Cash,3,8.46,18.33
238580,Airport,Card,3,9.4,10.11
238581,West,Card,1,3.82,42.04
238582,Downtown,Card,1,3.92,29.66
238583,Airport,Wallet,5,2.2,10.52
238584,West,Cash,5,8.39,19.87
238585,Suburb,Cash,5,4.78,30.37
238586,West,Cash,3,5.92,41.2
238587,Airport,Card,1,0.92,13.06
238588,West,Cash,2,7.33,27.46
238589,West,Card,5,5.42,12.85
238590,Suburb,Card,1,4.06,12.96
238591,Downtown,Card,2,6.71,27.46
238592,Suburb,Wallet,4,2.82,46.68
238593,West,Cash,3,0.29,35.3
238594,Suburb,Card,1,3.22,80.38
238595,North,Card,2,0.96,23.98
238596,Central,Card,4,6.52,13.19
238597,Suburb,Card,3,6.34,36.59
238598,North,Card,3,1.96,14.58
238599,Suburb,Card,1,1.23,12.02
238600,East,Card,5,3.89,24.54
238601,North,Cash,2,1.6,21.29
238602,North,Cash,3,9.22,30.08
238603,South,Cash,4,14.17,19.33
238604,West,Card,2,11.7,28.61
238605,Central,Card,3,3.27,18.33
238606,West,Wallet,3,6.41,21.68
238607,West,Cash,5,7.01,7.57
238608,North,Card,4,10.16,12.99
238609,South,Card,5,4.47,8.79
238610,Airport,Cash,4,1.52,12.17
238611,Downtown,Cash,5,6.27,8.59
238612,Suburb,Card,4,3.73,15.23
238613,Downtown,Card,4,2.09,26.26
238614,Airport,Card,4,7.77,13.21
238615,South,Card,5,8.58,13.08
238616,Downtown,Card,2,7.68,29.74
238617,Suburb,Card,5,2.89,7.0
238618,Airport,Card,2,4.07,20.39
238619,Suburb,Cash,2,3.52,15.76
238620,Central,Cash,4,1.87,15.29
238621,East,Cash,2,4.0,36.75
238622,West,Cash,4,2.89,15.85
238623,West,Card,3,2.59,8.95
238624,Suburb,Card,1,4.11,10.96
238625,South,Card,2,3.48,11.42
238626,West,Card,2,15.32,32.91
238627,East,Card,3,9.04,12.77
238628,South,Cash,3,4.31,9.4
238629,Downtown,Wallet,1,6.55,22.12
238630,Downtown,Cash,2,2.58,15.54
238631,Airport,Card,2,2.4,58.9
238632,Central,Card,5,3.66,22.14
238633,Airport,Card,1,2.2,21.32
238634,West,Cash,4,6.44,29.21
238635,Airport,Card,1,13.77,25.27
238636,South,Cash,2,0.13,29.19
238637,North,Card,4,10.58,40.06
238638,North,Cash,1,18.92,49.71
238639,East,Cash,1,17.58,35.94
238640,Central,Card,5,3.64,13.95
238641,North,Wallet,1,10.25,12.04
238642,Central,Card,4,7.4,26.53
238643,North,Card,5,4.52,14.8
238644,Airport,Card,2,6.96,54.0
238645,Downtown,Card,3,11.01,29.04
238646,Airport,Card,2,4.69,40.18
238647,Airport,Wallet,5,8.87,35.68
238648,Suburb,Cash,4,3.68,21.28
238649,South,Cash,2,0.47,32.53
238650,West,Cash,5,7.51,32.79
238651,Central,Card,3,5.96,15.16
238652,West,Card,1,17.27,7.88
238653,West,Cash,2,3.64,8.52
238654,Central,Card,2,7.08,32.09
238655,North,Cash,4,7.23,13.03
238656,North,Card,2,2.86,20.36
238657,Central,Card,4,2.18,18.95
238658,Airport,Card,5,6.92,19.13
238659,South,Cash,3,5.43,13.36
238660,South,Card,5,3.91,11.23
238661,Suburb,Card,3,3.8,21.52
238662,Downtown,Card,3,5.13,11.59
238663,Suburb,Card,3,2.77,28.86
238664,East,Card,2,6.44,29.74
238665,West,Card,4,9.22,46.47
238666,West,Card,3,3.05,19.38
238667,Central,Card,4,3.63,13.05
238668,Downtown,Card,3,3.36,12.85
238669,Central,Card,3,4.78,30.71
238670,Airport,Card,4,3.72,20.86
238671,South,Card,4,3.53,23.12
238672,West,Wallet,1,6.69,10.5
238673,East,Cash,1,1.74,10.35
238674,West,Cash,2,7.53,12.88
238675,Airport,Cash,5,4.84,29.23
238676,Downtown,Card,1,1.73,38.74
238677,South,Card,4,2.46,6.37
238678,Airport,Wallet,4,7.12,16.08
238679,East,Cash,5,8.14,39.88
238680,Airport,Card,1,5.31,28.73
238681,Downtown,Card,4,3.52,9.6
238682,Central,Cash,5,5.68,16.14
238683,West,Card,2,7.76,28.0
238684,West,Card,2,7.25,37.61
238685,Suburb,Wallet,1,3.52,24.59
238686,Downtown,Card,4,5.15,42.47
238687,Central,Cash,3,3.38,18.89
238688,Airport,Card,5,8.1,18.6
238689,North,Cash,5,17.85,14.2
238690,East,Cash,3,1.73,5.97
238691,West,Card,1,2.53,47.83
238692,West,Cash,1,8.97,18.82
238693,Airport,Cash,3,5.4,27.58
238694,Suburb,Cash,3,2.73,29.3
238695,Airport,Card,5,5.18,64.01
238696,West,Cash,4,3.0,9.03
238697,North,Card,3,9.89,9.17
238698,South,Cash,3,6.5,30.61
238699,East,Cash,2,6.2,8.31
238700,Airport,Cash,2,7.9,7.67
238701,Downtown,Card,1,2.28,51.45
238702,South,Card,3,2.27,10.14
238703,Central,Card,2,6.67,20.35
238704,Suburb,Card,3,6.2,12.54
238705,North,Cash,4,2.33,19.65
238706,West,Wallet,5,11.69,10.65
238707,North,Cash,5,9.95,12.17
238708,Suburb,Cash,1,5.65,36.11
238709,Airport,Cash,3,3.31,26.92
238710,Downtown,Card,1,2.17,26.32
238711,Airport,Cash,2,0.64,20.96
238712,Central,Cash,3,3.39,14.94
238713,North,Card,4,8.85,8.63
238714,East,Wallet,4,3.13,17.88
238715,Downtown,Card,3,2.82,9.57
238716,Airport,Cash,4,9.53,13.33
238717,West,Cash,2,12.19,23.43
238718,South,Wallet,5,2.37,5.43
238719,Central,Card,1,7.75,30.49
238720,East,Cash,1,2.55,20.47
238721,Downtown,Wallet,1,5.66,11.45
238722,South,Card,4,4.64,34.47
238723,South,Cash,5,2.16,10.17
238724,East,Card,4,1.85,27.7
238725,South,Cash,5,6.3,23.76
238726,East,Card,5,2.42,11.83
238727,East,Card,4,15.16,37.09
238728,North,Card,4,6.93,13.16
238729,East,Card,5,1.8,5.21
238730,Suburb,Card,4,0.97,27.15
238731,Suburb,Card,2,1.58,34.11
238732,South,Card,3,3.41,51.27
238733,Airport,Cash,5,1.53,10.82
238734,Central,Cash,4,6.56,25.86
238735,Suburb,Card,2,8.17,39.23
238736,South,Cash,1,4.8,16.93
238737,Downtown,Card,2,4.28,32.3
238738,South,Card,5,6.64,17.57
238739,Suburb,Card,3,4.5,36.07
238740,Central,Card,1,5.33,12.41
238741,East,Card,3,3.97,41.9
238742,North,Cash,1,4.25,12.4
238743,Airport,Cash,3,8.99,14.92
238744,East,Card,3,28.11,15.8
238745,Downtown,Card,5,5.05,19.91
238746,Airport,Wallet,2,4.25,33.84
238747,West,Wallet,2,4.6,20.78
238748,Central,Cash,4,2.77,73.84
238749,Airport,Card,1,3.4,22.28
238750,East,Card,1,1.34,11.7
238751,Central,Cash,2,6.62,18.46
238752,Downtown,Card,2,4.35,26.65
238753,South,Card,1,6.06,9.03
238754,Suburb,Cash,1,7.97,21.59
238755,North,Card,3,3.55,39.18
238756,West,Card,4,7.67,22.37
238757,North,Card,5,6.92,37.03
238758,Downtown,Card,5,4.41,22.43
238759,West,Wallet,2,2.15,20.86
238760,West,Cash,2,0.56,27.66
238761,West,Card,3,4.03,19.48
238762,Central,Card,2,1.7,13.66
238763,West,Cash,5,5.95,12.73
238764,Central,Cash,5,2.06,12.77
238765,East,Card,2,6.0,30.7
238766,Central,Card,2,2.67,8.63
238767,Downtown,Card,1,3.72,21.84
238768,East,Card,2,0.77,34.51
238769,Airport,Card,1,13.76,26.3
238770,Central,Wallet,5,11.16,31.89
238771,Downtown,Card,1,4.33,20.11
238772,West,Cash,1,4.71,18.31
238773,East,Card,1,7.48,9.25
238774,South,Card,3,13.09,29.25
238775,Central,Card,1,2.8,6.54
238776,Central,Card,3,7.61,45.11
238777,East,Card,4,1.99,38.92
238778,East,Card,1,5.31,11.06
238779,Suburb,Card,1,1.78,28.04
238780,Downtown,Wallet,5,15.49,29.02
238781,South,Cash,1,3.32,70.71
238782,Central,Cash,5,7.49,19.43
238783,West,Card,5,4.15,20.91
238784,West,Cash,3,17.71,23.27
238785,Central,Cash,5,12.87,47.5
238786,Downtown,Card,2,1.1,18.41
238787,South,Cash,2,7.25,8.5
238788,Suburb,Wallet,5,7.57,12.19
238789,East,Wallet,5,2.66,16.67
238790,North,Cash,2,6.44,60.04
238791,East,Wallet,5,12.19,29.52
238792,Downtown,Wallet,4,0.94,28.07
238793,South,Card,2,5.75,14.58
238794,South,Card,3,5.54,35.14
238795,Suburb,Wallet,5,5.02,26.06
238796,Airport,Cash,1,4.58,8.46
238797,Central,Cash,5,3.07,16.36
238798,Central,Card,5,4.58,15.44
238799,South,Card,3,1.7,13.62
238800,North,Card,5,4.99,35.08
238801,West,Cash,1,3.12,41.08
238802,Airport,Card,5,4.9,38.18
238803,Suburb,Card,3,2.11,19.76
238804,Central,Card,2,10.73,12.89
238805,South,Cash,3,1.76,12.68
238806,South,Card,5,1.91,28.46
238807,South,Card,2,7.39,10.26
238808,Downtown,Cash,3,5.94,24.61
238809,North,Cash,1,5.86,34.62
238810,South,Card,1,2.05,24.46
238811,West,Cash,5,3.23,7.94
238812,North,Card,5,2.76,15.36
238813,Central,Card,4,12.33,7.65
238814,Suburb,Cash,5,4.45,59.98
238815,South,Wallet,3,7.47,13.68
238816,Downtown,Card,1,0.07,27.51
238817,North,Cash,1,1.07,5.3
238818,Suburb,Card,5,4.29,29.21
238819,East,Card,2,5.45,17.83
238820,North,Cash,5,1.69,7.04
238821,Downtown,Card,4,4.51,49.58
238822,North,Card,3,13.77,20.04
238823,North,Cash,3,9.04,19.66
238824,Central,Card,4,3.15,13.17
238825,East,Card,1,8.31,16.3
238826,Airport,Card,3,4.73,14.09
238827,East,Cash,2,12.92,12.99
238828,North,Card,5,8.39,12.62
238829,Suburb,Card,1,10.75,28.35
238830,Downtown,Card,4,2.52,12.47
238831,Airport,Card,5,14.34,24.45
238832,Airport,Card,1,11.99,13.5
238833,Suburb,Card,5,2.83,13.26
238834,North,Cash,1,2.34,37.08
238835,West,Cash,5,6.57,28.42
238836,North,Card,4,2.56,15.06
238837,East,Card,2,3.8,14.96
238838,South,Card,4,2.64,32.01
238839,Suburb,Cash,3,4.38,22.03
238840,North,Cash,5,5.71,27.19
238841,West,Card,3,5.25,21.37
238842,Airport,Card,2,7.92,9.64
238843,Suburb,Card,5,3.69,10.68
238844,North,Card,1,6.08,60.55
238845,Suburb,Card,2,8.25,32.86
238846,West,Wallet,1,22.09,11.19
238847,North,Card,5,18.56,20.6
238848,East,Card,2,6.82,16.05
238849,Central,Card,5,2.89,60.16
238850,North,Card,2,9.47,22.09
238851,Airport,Cash,3,8.89,19.98
238852,North,Card,4,4.38,19.22
238853,West,Card,2,3.14,11.5
238854,Central,Card,3,6.57,9.45
238855,Suburb,Card,5,2.78,20.86
238856,Suburb,Card,5,12.67,20.19
238857,West,Card,4,7.42,11.91
238858,East,Card,4,0.57,30.87
238859,Suburb,Card,2,8.26,45.35
238860,West,Card,4,7.46,19.8
238861,South,Card,5,2.68,19.53
238862,Downtown,Card,2,7.38,35.48
238863,Airport,Card,5,6.19,7.55
238864,Suburb,Card,4,10.58,38.2
238865,West,Cash,4,7.26,21.44
238866,Suburb,Card,3,0.77,30.52
238867,Central,Wallet,5,6.02,22.08
238868,West,Card,5,5.48,26.08
238869,Airport,Card,5,3.49,19.33
238870,Central,Card,4,9.29,29.18
238871,Central,Cash,4,4.86,10.16
238872,West,Card,4,4.3,11.58
238873,North,Card,5,1.99,29.6
238874,West,Wallet,2,7.69,8.5
238875,Suburb,Card,4,3.89,20.57
238876,North,Wallet,4,1.77,16.32
238877,West,Cash,3,2.37,18.81
238878,East,Wallet,5,5.65,29.63
238879,Central,Cash,1,4.79,47.24
238880,West,Card,2,2.69,22.81
238881,West,Cash,3,12.85,14.43
238882,North,Card,4,8.89,70.12
238883,Downtown,Card,1,3.14,12.0
238884,South,Card,4,2.19,23.14
238885,Downtown,Card,4,2.25,11.73
238886,Downtown,Card,2,6.88,16.77
238887,Suburb,Cash,2,9.08,27.41
238888,West,Card,1,14.87,31.13
238889,Central,Card,1,4.44,26.84
238890,East,Cash,5,3.92,13.88
238891,South,Wallet,2,13.9,24.69
238892,West,Card,1,10.28,25.11
238893,North,Cash,4,3.85,15.68
238894,Airport,Card,5,5.74,20.98
238895,East,Cash,4,1.45,14.62
238896,Airport,Card,3,6.91,7.89
238897,North,Card,1,12.64,38.99
238898,Central,Card,4,10.31,21.73
238899,West,Card,3,6.77,32.36
238900,North,Card,2,6.23,15.56
238901,North,Card,1,10.35,6.66
238902,West,Card,5,5.21,11.07
238903,Airport,Wallet,3,6.24,24.99
238904,Central,Card,4,13.45,42.72
238905,West,Cash,4,3.32,24.13
238906,Central,Cash,2,1.29,11.66
238907,East,Card,3,5.31,52.6
238908,Central,Card,1,3.84,16.97
238909,South,Card,4,3.6,22.27
238910,Downtown,Wallet,4,5.55,22.66
238911,East,Card,4,3.48,29.81
238912,South,Card,1,9.54,14.96
238913,West,Card,3,3.61,10.34
238914,North,Cash,3,3.11,18.69
238915,North,Card,1,0.52,40.87
238916,North,Card,1,13.18,11.92
238917,South,Cash,3,4.86,15.67
238918,South,Cash,2,4.09,43.33
238919,North,Cash,2,3.4,29.04
238920,Airport,Card,1,3.15,16.33
238921,North,Card,4,4.64,32.34
238922,North,Card,1,1.74,11.8
238923,Suburb,Wallet,4,7.24,9.02
238924,Suburb,Card,5,13.14,17.48
238925,North,Card,4,20.0,23.71
238926,Downtown,Cash,4,10.38,10.48
238927,Suburb,Wallet,3,8.95,13.23
238928,North,Card,1,4.43,48.16
238929,Central,Cash,1,8.07,12.1
238930,Central,Cash,2,5.17,16.36
238931,Suburb,Card,3,1.34,7.95
238932,North,Card,5,4.51,59.12
238933,Downtown,Card,1,1.87,27.54
238934,East,Wallet,4,4.82,26.55
238935,Airport,Cash,4,5.8,17.17
238936,North,Card,3,4.57,16.88
238937,Downtown,Cash,5,6.01,8.99
238938,Downtown,Card,2,4.0,28.57
238939,Airport,Cash,5,4.29,37.91
238940,Downtown,Wallet,1,3.06,15.61
238941,Central,Card,5,10.8,12.66
238942,Downtown,Card,5,3.48,15.07
238943,South,Card,4,7.28,41.49
238944,Downtown,Card,3,2.01,8.11
238945,South,Cash,1,16.67,27.86
238946,West,Card,2,4.03,25.47
238947,North,Cash,2,9.0,8.45
238948,South,Card,3,7.11,31.85
238949,South,Card,5,7.22,23.1
238950,North,Wallet,3,8.35,17.78
238951,West,Card,1,6.73,14.15
238952,South,Cash,3,10.31,15.94
238953,South,Card,3,9.33,10.93
238954,South,Cash,4,4.97,10.97
238955,Downtown,Cash,2,24.43,6.72
238956,Airport,Cash,3,1.44,16.16
238957,Central,Card,2,5.55,34.59
238958,Central,Wallet,1,2.44,67.17
238959,North,Card,2,15.2,22.01
238960,East,Cash,1,6.11,25.81
238961,North,Card,2,3.78,19.81
238962,South,Card,1,3.61,11.03
238963,East,Cash,3,1.17,24.82
238964,South,Card,1,5.29,22.95
238965,Central,Card,4,2.81,15.61
238966,Airport,Wallet,4,5.23,23.98
238967,Airport,Cash,2,1.74,33.53
238968,South,Card,4,4.58,28.4
238969,Airport,Card,1,5.94,49.87
238970,East,Card,1,5.33,21.18
238971,North,Card,3,6.92,9.62
238972,Central,Card,4,8.44,25.47
238973,West,Cash,3,5.98,17.2
238974,Downtown,Cash,4,4.34,7.62
238975,Central,Card,2,3.95,15.38
238976,East,Card,1,18.61,19.22
238977,Central,Card,5,9.03,24.67
238978,Central,Cash,1,16.53,9.97
238979,South,Cash,5,6.75,47.15
238980,Suburb,Cash,1,9.71,29.62
238981,South,Cash,3,3.08,13.33
238982,West,Card,1,6.39,22.43
238983,North,Card,5,4.61,35.27
238984,South,Card,2,25.47,13.8
238985,Downtown,Cash,1,1.43,51.5
238986,Central,Card,3,6.35,44.87
238987,Suburb,Card,1,5.72,23.42
238988,South,Card,1,2.92,14.64
238989,Central,Card,4,8.0,17.07
238990,Suburb,Card,4,6.98,15.63
238991,Central,Card,3,5.21,45.36
238992,East,Card,1,1.58,16.03
238993,North,Card,4,11.71,11.65
238994,Airport,Cash,4,9.26,63.68
238995,East,Cash,4,4.83,9.81
238996,North,Wallet,2,4.14,11.86
238997,North,Cash,5,4.35,9.74
238998,Airport,Card,1,4.59,14.74
238999,North,Cash,1,5.09,27.96
239000,Central,Cash,4,2.43,11.97
239001,North,Cash,4,1.38,10.24
239002,Suburb,Cash,3,2.53,15.7
239003,East,Cash,4,5.38,27.35
239004,Suburb,Cash,5,6.67,63.96
239005,East,Card,5,5.42,16.31
239006,South,Card,5,5.34,35.95
239007,South,Card,2,17.89,13.79
239008,South,Cash,4,6.6,18.53
239009,Suburb,Cash,5,0.43,15.89
239010,South,Card,1,1.27,16.23
239011,Central,Card,1,1.47,7.92
239012,Airport,Card,5,6.02,11.71
239013,Suburb,Card,5,3.0,10.4
239014,Suburb,Card,1,5.42,12.62
239015,South,Card,3,4.0,10.69
239016,Central,Cash,3,4.79,12.97
239017,Downtown,Card,3,0.92,11.26
239018,East,Wallet,5,4.04,34.82
239019,East,Cash,4,4.03,14.37
239020,Central,Card,2,6.85,17.36
239021,Downtown,Card,2,9.94,43.55
239022,East,Card,5,4.28,11.02
239023,North,Card,5,5.56,36.92
239024,East,Cash,4,5.97,37.86
239025,West,Cash,5,2.65,16.99
239026,Central,Card,2,6.97,17.39
239027,West,Cash,2,4.33,23.82
239028,Suburb,Card,1,5.99,11.64
239029,East,Card,3,12.79,20.75
239030,Suburb,Card,1,7.06,9.33
239031,Suburb,Card,3,6.19,26.24
239032,West,Cash,3,8.26,16.82
239033,Central,Card,4,3.07,10.73
239034,South,Card,1,14.12,22.19
239035,East,Card,4,7.47,45.53
239036,Airport,Card,5,6.66,18.37
239037,Central,Card,5,2.54,29.14
239038,East,Card,3,13.06,42.26
239039,South,Card,5,5.39,22.84
239040,West,Card,3,2.5,29.09
239041,East,Card,1,5.37,14.43
239042,North,Card,4,21.96,21.93
239043,South,Wallet,4,2.17,50.23
239044,Downtown,Card,4,5.2,14.05
239045,North,Cash,1,2.31,31.3
239046,South,Card,2,3.0,12.78
239047,Airport,Wallet,4,13.42,17.79
239048,Downtown,Card,5,6.69,26.81
239049,West,Card,2,10.57,26.46
239050,Suburb,Cash,4,2.47,18.52
239051,East,Card,5,9.25,14.04
239052,West,Card,4,5.27,19.76
239053,Central,Card,5,4.83,13.05
239054,South,Cash,1,11.1,24.45
239055,North,Cash,2,10.52,10.26
239056,Downtown,Cash,3,9.06,20.69
239057,South,Card,4,6.93,47.58
239058,Central,Cash,1,3.22,52.14
239059,North,Card,4,3.67,20.49
239060,Downtown,Card,5,9.52,27.13
239061,North,Cash,1,3.7,20.39
239062,East,Card,4,12.25,29.54
239063,North,Cash,2,0.52,10.4
239064,Suburb,Card,3,3.77,37.65
239065,West,Wallet,2,13.52,14.45
239066,Downtown,Card,5,1.64,18.11
239067,Airport,Card,3,4.33,35.28
239068,East,Wallet,1,0.63,35.47
239069,Suburb,Card,1,4.21,22.19
239070,Downtown,Wallet,3,8.51,17.55
239071,West,Wallet,2,15.35,31.1
239072,East,Wallet,2,8.4,9.12
239073,South,Card,2,7.58,15.1
239074,North,Card,5,4.0,15.78
239075,South,Card,4,12.55,14.99
239076,South,Card,5,10.7,10.75
239077,South,Card,2,6.09,10.52
239078,East,Cash,3,8.55,18.96
239079,Downtown,Cash,3,8.6,24.39
239080,North,Card,3,5.85,33.23
239081,Downtown,Card,5,7.49,13.56
239082,Airport,Cash,2,1.95,9.73
239083,North,Card,1,9.19,20.91
239084,Central,Wallet,4,7.15,17.47
239085,Airport,Card,3,10.29,10.59
239086,South,Card,1,0.86,32.33
239087,Downtown,Wallet,4,4.18,50.41
239088,Suburb,Card,3,3.89,17.07
239089,Central,Card,2,5.47,9.68
239090,West,Card,2,6.16,16.01
239091,North,Card,5,2.27,30.73
239092,Central,Wallet,4,9.81,31.68
239093,East,Card,2,5.22,20.36
239094,North,Cash,3,8.5,50.29
239095,Suburb,Card,2,9.34,14.64
239096,South,Cash,4,7.34,26.37
239097,North,Card,4,9.1,17.87
239098,Airport,Card,5,0.65,8.56
239099,East,Card,3,4.13,15.59
239100,South,Cash,1,7.76,30.11
239101,North,Card,2,3.33,25.39
239102,South,Card,2,10.57,28.88
239103,Downtown,Card,5,5.1,8.83
239104,North,Card,3,1.41,24.91
239105,West,Wallet,3,5.12,24.27
239106,Suburb,Card,5,11.38,49.3
239107,North,Cash,3,3.69,16.14
239108,West,Card,1,11.48,16.27
239109,West,Card,2,16.16,16.4
239110,Downtown,Card,2,3.4,18.02
239111,West,Card,4,4.06,14.67
239112,East,Card,4,3.75,6.58
239113,South,Card,2,3.0,15.33
239114,Airport,Card,4,3.17,16.32
239115,South,Cash,1,1.12,10.59
239116,North,Card,3,3.77,27.97
239117,West,Card,1,6.93,11.32
239118,East,Wallet,5,1.71,45.45
239119,Downtown,Card,5,4.31,26.44
239120,Downtown,Wallet,3,2.39,17.23
